Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2013	2014	2015	2016	2017	2018	2019	2020	Estimates Start After
Finland	Volume of Imports of goods	Percent change		Source: Central Bank. Downloaded through DataInsight. Other sources: Statistics Finland; Finnish Board of Customs (Tulli) Latest actual data: 2013 Base year: 2000 Methodology used to derive volumes: Other Chain-weighted: Yes, from 1980 Trade System: General trade Excluded items in trade: In transit;Re-exports;Re-imports; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	-0.461	1.001	0.700	1.800	2.600	2.700	2.700	2.700	2013
Finland	Volume of exports of goods and services	Percent change		Source: Central Bank. Downloaded through DataInsight. Other sources: Statistics Finland; Finnish Board of Customs (Tulli) Latest actual data: 2013 Base year: 2000 Methodology used to derive volumes: Other Chain-weighted: Yes, from 1980 Trade System: General trade Excluded items in trade: In transit;Re-exports;Re-imports; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	-0.728	-0.359	1.158	2.500	2.746	2.847	2.847	2.847	2013
Finland	Volume of exports of goods	Percent change		Source: Central Bank. Downloaded through DataInsight. Other sources: Statistics Finland; Finnish Board of Customs (Tulli) Latest actual data: 2013 Base year: 2000 Methodology used to derive volumes: Other Chain-weighted: Yes, from 1980 Trade System: General trade Excluded items in trade: In transit;Re-exports;Re-imports; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	0.142	1.076	1.400	2.500	2.800	2.900	2.900	2.900	2013
Finland	Unemployment rate	Percent of total labor force		Source: National Statistical Office. Downloaded through Haver Analytics Latest actual data: 2013 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	8.142	8.642	8.713	8.471	7.900	7.600	7.400	7.200	2013
Finland	Employment	Persons	Millions	Source: National Statistical Office. Downloaded through Haver Analytics Latest actual data: 2013 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	2.457	2.448	2.451	2.451	n/a	n/a	n/a	n/a	2013
Finland	Population	Persons	Millions	Source: National Statistical Office. Downloaded through DataInsight Latest actual data: 2013 Primary domestic currency: Euro Data last updated: 03/2015	5.451	5.478	5.506	5.533	5.561	5.588	5.616	5.644	2013
Finland	General government revenue	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Primary domestic currency: Euro Data last updated: 03/2015	111.609	113.321	115.621	119.663	123.973	128.681	133.611	138.847	2013
Finland	General government revenue	Percent of GDP		See notes for:  General government revenue (National currency).	55.253	55.545	55.632	55.993	56.240	56.346	56.377	56.408	2013
Finland	General government total expenditure	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Primary domestic currency: Euro Data last updated: 03/2015	116.332	118.868	120.617	123.514	126.537	130.452	135.261	140.343	2013
Finland	General government total expenditure	Percent of GDP		See notes for:  General government total expenditure (National currency).	57.592	58.264	58.036	57.795	57.403	57.121	57.073	57.015	2013
Finland	General government net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Primary domestic currency: Euro Data last updated: 03/2015	-4.723	-5.547	-4.996	-3.851	-2.563	-1.772	-1.650	-1.496	2013
Finland	General government net lending/borrowing	Percent of GDP		See notes for:  General government net lending/borrowing (National currency).	-2.338	-2.719	-2.404	-1.802	-1.163	-0.776	-0.696	-0.608	2013
Finland	General government structural balance	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Primary domestic currency: Euro Data last updated: 03/2015	-1.188	-1.269	-1.279	-0.670	-0.605	-0.423	-0.980	-1.257	2013
Finland	General government structural balance	Percent of potential GDP		See notes for:  General government structural balance (National currency).	-0.571	-0.601	-0.596	-0.306	-0.270	-0.183	-0.411	-0.509	2013
Finland	General government primary net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Primary domestic currency: Euro Data last updated: 03/2015	-4.553	-5.031	-4.586	-3.493	-2.433	-1.743	-1.352	-0.940	2013
Finland	General government primary net lending/borrowing	Percent of GDP		See notes for:  General government primary net lending/borrowing (National currency).	-2.254	-2.466	-2.207	-1.634	-1.104	-0.763	-0.571	-0.382	2013
Finland	General government net debt	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Primary domestic currency: Euro Data last updated: 03/2015	-96.781	-91.234	-86.238	-82.387	-79.823	-78.051	-76.401	-74.905	2013
Finland	General government net debt	Percent of GDP		See notes for:  General government net debt (National currency).	-47.913	-44.719	-41.494	-38.551	-36.212	-34.177	-32.237	-30.431	2013
Finland	General government gross debt	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Primary domestic currency: Euro Data last updated: 03/2015	112.579	121.647	128.271	134.253	139.371	144.243	148.480	152.377	2013
Finland	General government gross debt	Percent of GDP		See notes for:  General government gross debt (National currency).	55.734	59.627	61.719	62.820	63.225	63.160	62.651	61.904	2013
Finland	Gross domestic product corresponding to fiscal year, current prices	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Primary domestic currency: Euro Data last updated: 03/2015	201.995	204.015	207.832	213.710	220.436	228.377	236.997	246.150	2013
Finland	Current account balance	U.S. dollars	Billions	Source: WEO - World Economic Outlook. From STA through WEO Latest actual data: 2013 BOP Manual used: BPM 6 Primary domestic currency: Euro Data last updated: 03/2015	-2.466	-1.555	-0.623	-0.819	-0.925	-0.781	-0.468	0.039	2013
Finland	Current account balance	Percent of GDP		See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).	-0.919	-0.574	-0.265	-0.338	-0.367	-0.295	-0.168	0.013	2013
France	Gross domestic product, constant prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. On May 15 2014 the National Accounts were rebased from 2005 to 2010. In addition, concepts underpinning the computation of accounts have been substantially modified in compliance with the new European System of Accounts (ESA, 2010). One important methodological change affects the computation of R&D expenditures as an investment (previously registered as intermediate consumption) which results in a substantial revision in the GDP level. Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 03/2015	2,052.692	2,060.110	2,084.008	2,114.987	2,150.930	2,189.445	2,230.143	2,271.702	2014
France	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.285	0.361	1.160	1.486	1.699	1.791	1.859	1.864	2014
France	Gross domestic product, current prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. On May 15 2014 the National Accounts were rebased from 2005 to 2010. In addition, concepts underpinning the computation of accounts have been substantially modified in compliance with the new European System of Accounts (ESA, 2010). One important methodological change affects the computation of R&D expenditures as an investment (previously registered as intermediate consumption) which results in a substantial revision in the GDP level. Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 03/2015	2,113.687	2,141.902	2,181.477	2,229.329	2,292.250	2,362.106	2,440.925	2,525.265	2014
France	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	2,807.306	2,846.889	2,469.530	2,526.323	2,623.346	2,735.195	2,861.128	3,013.028	2014
France	Gross domestic product, deflator	Index		See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	102.971	103.970	104.677	105.406	106.570	107.886	109.452	111.162	2014
France	Gross domestic product per capita, constant prices	National currency	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	32,248.647	32,229.388	32,454.684	32,787.032	33,192.295	33,632.674	34,100.987	34,577.411	2014
France	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	33,206.904	33,508.968	33,972.589	34,559.597	35,373.081	36,284.980	37,324.042	38,436.872	2014
France	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	44,103.942	44,538.147	38,458.498	39,163.673	40,482.429	42,016.091	43,749.337	45,861.079	2014
France	Output gap in percent of potential GDP	Percent of potential GDP		See notes for:  Gross domestic product, constant prices (National currency).	-2.164	-2.822	-2.779	-2.500	-2.017	-1.557	-1.055	-0.539	2014
France	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	Current international dollar	Billions	See notes for:  Gross domestic product, current prices (National currency).	2,534.509	2,580.750	2,633.896	2,713.089	2,815.988	2,928.017	3,041.891	3,159.792	2014
France	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	39,818.198	40,374.529	41,018.205	42,058.964	43,455.200	44,978.086	46,513.372	48,094.967	2014
France	Gross domestic product based on purchasing-power-parity (PPP) share of world total	Percent		See notes for:  Gross domestic product, current prices (National currency).	2.462	2.391	2.340	2.290	2.244	2.200	2.157	2.114	2011
France	Implied PPP conversion rate	National currency per current international dollar		See notes for:  Gross domestic product, current prices (National currency).	0.834	0.830	0.828	0.822	0.814	0.807	0.802	0.799	2014
France	Total investment	Percent of GDP		Source: National Statistical Office Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. On May 15 2014 the National Accounts were rebased from 2005 to 2010. In addition, concepts underpinning the computation of accounts have been substantially modified in compliance with the new European System of Accounts (ESA, 2010). One important methodological change affects the computation of R&D expenditures as an investment (previously registered as intermediate consumption) which results in a substantial revision in the GDP level. Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 03/2015	22.010	21.989	21.373	21.526	21.778	22.011	22.237	22.374	2014
France	Gross national savings	Percent of GDP		Source: National Statistical Office Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. On May 15 2014 the National Accounts were rebased from 2005 to 2010. In addition, concepts underpinning the computation of accounts have been substantially modified in compliance with the new European System of Accounts (ESA, 2010). One important methodological change affects the computation of R&D expenditures as an investment (previously registered as intermediate consumption) which results in a substantial revision in the GDP level. Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 03/2015	20.578	20.938	21.265	21.220	21.421	21.654	21.931	22.118	2014
France	Inflation, average consumer prices	Index		Source: National Statistical Office Latest actual data: 2014 Notes: The original CPI index implies an inflation rate of 16.1 percent in 1990. WEO official inflation figure as smoothed by staff. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	114.877	115.590	115.721	116.681	117.955	119.411	121.143	123.202	2014
France	Inflation, average consumer prices	Percent change		See notes for:  Inflation, average consumer prices (Index).	0.989	0.621	0.113	0.830	1.091	1.235	1.450	1.700	2014
France	Inflation, end of period consumer prices	Index		Source: National Statistical Office Latest actual data: 2014 Notes: The original CPI index implies an inflation rate of 16.1 percent in 1990. WEO official inflation figure as smoothed by staff. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	115.363	115.652	115.783	116.744	118.018	119.476	121.208	123.269	2014
France	Inflation, end of period consumer prices	Percent change		See notes for:  Inflation, end of period consumer prices (Index).	0.839	0.251	0.113	0.830	1.091	1.235	1.450	1.700	2014
France	Six-month London interbank offered rate (LIBOR)	Percent											
France	Volume of imports of goods and services	Percent change		Source: National Statistical Office Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 03/2015	1.892	3.767	4.523	3.654	3.796	3.945	4.064	4.149	2014
France	Volume of Imports of goods	Percent change		Source: National Statistical Office Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 03/2015	0.878	2.470	4.288	3.654	3.796	3.945	4.064	4.149	2014
France	Volume of exports of goods and services	Percent change		Source: National Statistical Office Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 03/2015	2.369	2.667	5.500	4.490	4.544	4.665	4.746	4.786	2014
France	Volume of exports of goods	Percent change		Source: National Statistical Office Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 03/2015	1.557	2.084	5.334	4.490	4.544	4.665	4.746	4.786	2014
France	Unemployment rate	Percent of total labor force		Source: National Statistical Office Latest actual data: 2014 Employment type: Harmonized ILO definition. Data prior to 1983 are not harmonized. Primary domestic currency: Euro Data last updated: 03/2015	10.267	10.200	10.089	9.891	9.686	9.473	9.436	9.362	2014
France	Employment	Persons	Millions	Source: National Statistical Office Latest actual data: 2014 Employment type: Harmonized ILO definition. Data prior to 1983 are not harmonized. Primary domestic currency: Euro Data last updated: 03/2015	25.766	25.813	25.967	26.134	n/a	n/a	n/a	n/a	2014
France	Population	Persons	Millions	Source: National Statistical Office Latest actual data: 2014 Primary domestic currency: Euro Data last updated: 03/2015	63.652	63.920	64.213	64.507	64.802	65.099	65.398	65.699	2014
France	General government revenue	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections for 2015 reflect the budget law. For 2016?17, they are based on the multiyear budget adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the September 2014 revision by the statistical institute of fiscal accounts and the May 2014 revision of national accounts. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	1,120.396	1,141.933	1,159.671	1,183.774	1,214.096	1,251.096	1,291.267	1,334.050	2013
France	General government revenue	Percent of GDP		See notes for:  General government revenue (National currency).	53.007	53.314	53.160	53.100	52.965	52.965	52.901	52.828	2013
France	General government total expenditure	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections for 2015 reflect the budget law. For 2016?17, they are based on the multiyear budget adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the September 2014 revision by the statistical institute of fiscal accounts and the May 2014 revision of national accounts. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	1,207.492	1,231.571	1,245.430	1,261.202	1,277.689	1,296.146	1,318.014	1,343.295	2013
France	General government total expenditure	Percent of GDP		See notes for:  General government total expenditure (National currency).	57.127	57.499	57.091	56.573	55.740	54.872	53.997	53.194	2013
France	General government net lending/borrowing	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections for 2015 reflect the budget law. For 2016?17, they are based on the multiyear budget adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the September 2014 revision by the statistical institute of fiscal accounts and the May 2014 revision of national accounts. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-87.096	-89.638	-85.759	-77.429	-63.593	-45.050	-26.747	-9.244	2013
France	General government net lending/borrowing	Percent of GDP		See notes for:  General government net lending/borrowing (National currency).	-4.121	-4.185	-3.931	-3.473	-2.774	-1.907	-1.096	-0.366	2013
France	General government structural balance	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections for 2015 reflect the budget law. For 2016?17, they are based on the multiyear budget adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the September 2014 revision by the statistical institute of fiscal accounts and the May 2014 revision of national accounts. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-56.175	-50.274	-45.335	-39.489	-34.128	-22.079	-10.055	0.464	2013
France	General government structural balance	Percent of potential GDP		See notes for:  General government structural balance (National currency).	-2.600	-2.281	-2.020	-1.727	-1.459	-0.920	-0.408	0.018	2013
France	General government primary net lending/borrowing	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections for 2015 reflect the budget law. For 2016?17, they are based on the multiyear budget adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the September 2014 revision by the statistical institute of fiscal accounts and the May 2014 revision of national accounts. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	-41.508	-44.890	-43.456	-36.896	-24.577	-5.173	13.353	30.851	2013
France	General government primary net lending/borrowing	Percent of GDP		See notes for:  General government primary net lending/borrowing (National currency).	-1.964	-2.096	-1.992	-1.655	-1.072	-0.219	0.547	1.222	2013
France	General government net debt	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections for 2015 reflect the budget law. For 2016?17, they are based on the multiyear budget adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the September 2014 revision by the statistical institute of fiscal accounts and the May 2014 revision of national accounts. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	1,790.417	1,872.641	1,948.048	2,014.287	2,068.128	2,107.792	2,128.462	2,131.203	2013
France	General government net debt	Percent of GDP		See notes for:  General government net debt (National currency).	84.706	87.429	89.300	90.354	90.223	89.234	87.199	84.395	2013
France	General government gross debt	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections for 2015 reflect the budget law. For 2016?17, they are based on the multiyear budget adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the September 2014 revision by the statistical institute of fiscal accounts and the May 2014 revision of national accounts. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	1,953.400	2,037.800	2,116.259	2,186.187	2,244.880	2,289.931	2,316.678	2,325.922	2013
France	General government gross debt	Percent of GDP		See notes for:  General government gross debt (National currency).	92.417	95.140	97.010	98.065	97.934	96.944	94.910	92.106	2013
France	Gross domestic product corresponding to fiscal year, current prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Fiscal assumptions: Projections for 2015 reflect the budget law. For 2016?17, they are based on the multiyear budget adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the September 2014 revision by the statistical institute of fiscal accounts and the May 2014 revision of national accounts. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Noncash (accrual) General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2015	2,113.687	2,141.902	2,181.477	2,229.329	2,292.250	2,362.106	2,440.925	2,525.265	2013
France	Current account balance	U.S. dollars	Billions	Source: Central Bank Latest actual data: 2014 BOP Manual used: BPM 6 Primary domestic currency: Euro Data last updated: 03/2015	-40.207	-29.907	-2.679	-7.721	-9.356	-9.777	-8.761	-7.709	2014
France	Current account balance	Percent of GDP		See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).	-1.432	-1.051	-0.108	-0.306	-0.357	-0.357	-0.306	-0.256	2014
Germany	Gross domestic product, constant prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: ESA 2010 data used for historical series. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The GDP deflator in the base year is not exactly equal to 100 since it is computed based on the quarterly real GDP data, which have been adjusted for seasonal and calendar effects. Chain-weighted: Yes, from 1991. From 1991. Primary domestic currency: Euro Data last updated: 03/2015	2,679.930	2,723.000	2,767.113	2,813.186	2,855.051	2,891.780	2,929.000	2,965.781	2013
Germany	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.214	1.607	1.620	1.665	1.488	1.286	1.287	1.256	2013
Germany	Gross domestic product, current prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: ESA 2010 data used for historical series. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The GDP deflator in the base year is not exactly equal to 100 since it is computed based on the quarterly real GDP data, which have been adjusted for seasonal and calendar effects. Chain-weighted: Yes, from 1991. From 1991. Primary domestic currency: Euro Data last updated: 03/2015	2,809.480	2,903.790	3,015.324	3,100.569	3,183.222	3,265.481	3,352.495	3,440.555	2013
Germany	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	3,731.427	3,859.547	3,413.483	3,513.630	3,643.012	3,781.255	3,929.624	4,105.109	2013
Germany	Gross domestic product, deflator	Index		See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	104.834	106.639	108.970	110.216	111.494	112.923	114.459	116.008	2013
Germany	Gross domestic product per capita, constant prices	National currency	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	33,180.812	33,575.832	34,010.681	34,487.487	34,931.833	35,333.975	35,764.135	36,212.262	2013
Germany	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	34,784.799	35,805.055	37,061.452	38,010.572	38,947.038	39,900.140	40,935.167	42,009.270	2013
Germany	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	46,199.633	47,589.972	41,955.229	43,074.391	44,572.615	46,202.255	47,982.113	50,123.497	2013
Germany	Output gap in percent of potential GDP	Percent of potential GDP		See notes for:  Gross domestic product, constant prices (National currency).	-0.591	-0.279	0.022	0.378	0.564	0.551	0.538	0.494	2013
Germany	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	Current international dollar	Billions	See notes for:  Gross domestic product, current prices (National currency).	3,610.061	3,721.551	3,815.462	3,937.095	4,077.925	4,219.158	4,358.642	4,500.566	2013
Germany	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	44,696.966	45,888.423	46,895.970	48,265.737	49,893.822	51,552.889	53,220.572	54,952.032	2013
Germany	Gross domestic product based on purchasing-power-parity (PPP) share of world total	Percent		See notes for:  Gross domestic product, current prices (National currency).	3.506	3.448	3.390	3.323	3.249	3.170	3.091	3.012	2011
Germany	Implied PPP conversion rate	National currency per current international dollar		See notes for:  Gross domestic product, current prices (National currency).	0.778	0.780	0.790	0.788	0.781	0.774	0.769	0.764	2013
Germany	Total investment	Percent of GDP		Source: National Statistical Office Latest actual data: 2013 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: ESA 2010 data used for historical series. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The GDP deflator in the base year is not exactly equal to 100 since it is computed based on the quarterly real GDP data, which have been adjusted for seasonal and calendar effects. Chain-weighted: Yes, from 1991. From 1991. Primary domestic currency: Euro Data last updated: 03/2015	18.990	18.878	18.510	18.829	19.008	19.087	19.179	19.276	2013
Germany	Gross national savings	Percent of GDP		Source: National Statistical Office Latest actual data: 2013 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: ESA 2010 data used for historical series. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The GDP deflator in the base year is not exactly equal to 100 since it is computed based on the quarterly real GDP data, which have been adjusted for seasonal and calendar effects. Chain-weighted: Yes, from 1991. From 1991. Primary domestic currency: Euro Data last updated: 03/2015	25.725	26.328	26.911	26.709	26.489	26.394	26.258	26.012	2013
Germany	Inflation, average consumer prices	Index		Source: National Statistical Office Latest actual data: 2014 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	115.308	116.217	116.462	118.001	119.771	121.735	123.902	126.281	2014
Germany	Inflation, average consumer prices	Percent change		See notes for:  Inflation, average consumer prices (Index).	1.601	0.788	0.211	1.321	1.500	1.640	1.780	1.920	2014
Germany	Inflation, end of period consumer prices	Index		Source: National Statistical Office Latest actual data: 2014 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	115.900	116.100	116.345	117.882	119.650	121.613	123.777	126.154	2014
Germany	Inflation, end of period consumer prices	Percent change		See notes for:  Inflation, end of period consumer prices (Index).	1.223	0.173	0.211	1.321	1.500	1.640	1.780	1.920	2014
Germany	Six-month London interbank offered rate (LIBOR)	Percent											
Germany	Volume of imports of goods and services	Percent change		Source: Central Bank Latest actual data: 2013 Base year: 2000 Chain-weighted: Yes, from 1991 Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	3.131	3.354	4.491	5.015	5.370	5.471	5.573	5.596	2013
